store_code,id,price,availability
SUPREMAARTE,13299,22.5,in_stock
SUPREMAARTE,13301,22.5,in_stock
SUPREMAARTE,13302,22.5,in_stock
SUPREMAARTE,13304,17,in_stock
SUPREMAARTE,13329,20.5,in_stock
SUPREMAARTE,13331,20.5,in_stock
SUPREMAARTE,13332,20.5,in_stock
SUPREMAARTE,13334,20.5,in_stock
SUPREMAARTE,13335,20.5,in_stock
SUPREMAARTE,13336,20.5,in_stock
SUPREMAARTE,13337,20.5,in_stock
SUPREMAARTE,13500,13.5,in_stock
SUPREMAARTE,13508,19.9,in_stock
SUPREMAARTE,13514,17,in_stock
SUPREMAARTE,13522,19.9,in_stock
SUPREMAARTE,13625,17.9,in_stock
SUPREMAARTE,13626,22.4,in_stock
SUPREMAARTE,13627,12,in_stock
SUPREMAARTE,13663,39.5,in_stock
SUPREMAARTE,13667,22.5,in_stock
SUPREMAARTE,13668,22.5,in_stock
SUPREMAARTE,13674,20.5,in_stock
SUPREMAARTE,13677,22.9,in_stock
SUPREMAARTE,13679,16.5,in_stock
SUPREMAARTE,13680,39.9,in_stock
SUPREMAARTE,13747,27.5,in_stock
SUPREMAARTE,13966,33.5,in_stock
SUPREMAARTE,14015,22.5,in_stock
SUPREMAARTE,14019,20.5,in_stock
SUPREMAARTE,14102,22.5,in_stock
SUPREMAARTE,14103,10.9,in_stock
SUPREMAARTE,14108,13.4,in_stock
SUPREMAARTE,14113,13.4,in_stock
SUPREMAARTE,14184,36.3,in_stock
SUPREMAARTE,14187,10.5,in_stock
SUPREMAARTE,14192,10.5,in_stock
SUPREMAARTE,14219,25.9,in_stock
SUPREMAARTE,14220,25.9,in_stock
SUPREMAARTE,14224,26.9,in_stock
SUPREMAARTE,14225,34.9,in_stock
SUPREMAARTE,14227,55,in_stock
SUPREMAARTE,14281,19.9,in_stock
SUPREMAARTE,14282,19.9,in_stock
SUPREMAARTE,14377,15.25,in_stock
SUPREMAARTE,14379,13.9,in_stock
SUPREMAARTE,14444,34.9,in_stock
SUPREMAARTE,14458,37.5,in_stock
SUPREMAARTE,14460,50,in_stock
SUPREMAARTE,14553,18.5,in_stock
SUPREMAARTE,14576,18.5,in_stock
SUPREMAARTE,14585,44,in_stock
SUPREMAARTE,14586,20.9,in_stock
SUPREMAARTE,14693,10.45,in_stock
SUPREMAARTE,14771,15.9,in_stock
SUPREMAARTE,14772,35.9,in_stock
SUPREMAARTE,14775,52.9,in_stock
SUPREMAARTE,14776,25.9,in_stock
SUPREMAARTE,14800,15,in_stock
SUPREMAARTE,14801,17,in_stock
SUPREMAARTE,14828,54,in_stock
SUPREMAARTE,14829,71.5,in_stock
SUPREMAARTE,14868,19.9,in_stock
SUPREMAARTE,14898,33.5,in_stock
SUPREMAARTE,14904,14.9,in_stock
SUPREMAARTE,15053,22.9,in_stock
SUPREMAARTE,15061,24.9,in_stock
SUPREMAARTE,15108,18.5,in_stock
SUPREMAARTE,15115,19.9,in_stock
SUPREMAARTE,15122,31.9,in_stock
SUPREMAARTE,18905,25.75,in_stock
SUPREMAARTE,9019,16.5,in_stock
SUPREMAARTE,12301,13.5,in_stock
SUPREMAARTE,12736,36,in_stock
SUPREMAARTE,14895,20.9,in_stock
SUPREMAARTE,9029,22.5,in_stock
SUPREMAARTE,9057,22.5,in_stock
SUPREMAARTE,12393,49.9,in_stock
SUPREMAARTE,11903,39,in_stock
SUPREMAARTE,8515,22.9,in_stock
SUPREMAARTE,11834,20.9,in_stock
SUPREMAARTE,9411,17.9,in_stock
SUPREMAARTE,4783,14.5,in_stock
SUPREMAARTE,6904,19.9,in_stock
SUPREMAARTE,6927,19.9,in_stock
SUPREMAARTE,9056,22.5,in_stock
SUPREMAARTE,8577,15,in_stock
SUPREMAARTE,14545,22.9,in_stock
SUPREMAARTE,14572,22.9,in_stock
SUPREMAARTE,17832,33.5,in_stock
SUPREMAARTE,5127,31.9,in_stock
SUPREMAARTE,10610,16.5,in_stock
